Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Merced_Community_College_District.csv,280.00,112.00,336.00,56.00,280.00,0.00,280.00,56.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,280.00,0.00
Marin_Community_College_District.csv,336.00,56.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Siskiyou_Joint_Community_College_District.csv,224.00,168.00,280.00,112.00,224.00,56.00,280.00,56.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,336.00,0.00
Imperial_Community_College_District.csv,392.00,0.00,280.00,112.00,168.00,112.00,280.00,56.00,280.00,0.00,112.00,56.00,280.00,168.00,56.00,112.00,336.00,0.00
Kern_Community_College_District.csv,224.00,168.00,336.00,56.00,224.00,56.00,336.00,0.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,336.00,0.00
Lassen_Community_College_District.csv,112.00,280.00,112.00,280.00,112.00,168.00,112.00,280.00,112.00,112.00,112.00,56.00,112.00,336.00,0.00,168.00,112.00,168.00
Cabrillo_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
San_Mateo_County_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
West_Kern_Community_College_District.csv,168.00,224.00,392.00,0.00,112.00,168.00,224.00,112.00,280.00,0.00,112.00,56.00,224.00,224.00,56.00,112.00,280.00,56.00
Desert_Community_College_District.csv,280.00,112.00,392.00,0.00,280.00,0.00,280.00,56.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,336.00,0.00
San_Jose-Evergreen_Community_College_District.csv,336.00,56.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Shasta-Tehama-Trinity_Joint_Community_College_District.csv,224.00,168.00,392.00,0.00,224.00,56.00,280.00,56.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Palo_Verde_Community_College_District.csv,56.00,336.00,0.00,392.00,0.00,280.00,56.00,336.00,0.00,224.00,0.00,168.00,0.00,448.00,0.00,168.00,56.00,224.00
San_Luis_Obispo_County_Community_College_District.csv,448.00,0.00,280.00,56.00,336.00,0.00,224.00,56.00,224.00,0.00,112.00,56.00,392.00,0.00,168.00,56.00,280.00,0.00
San_Francisco_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,224.00,0.00,112.00,56.00,392.00,0.00,112.00,56.00,280.00,0.00
Santa_Clarita_Community_College_District.csv,504.00,0.00,560.00,0.00,336.00,0.00,336.00,0.00,280.00,0.00,168.00,56.00,336.00,112.00,112.00,56.00,392.00,0.00
Long_Beach_Community_College_District.csv,280.00,112.00,392.00,0.00,224.00,56.00,336.00,0.00,224.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,280.00,0.00
Santa_Barbara_Community_College_District.csv,448.00,0.00,504.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Coast_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,224.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,280.00,0.00
Napa_Valley_Community_College_District.csv,224.00,168.00,336.00,56.00,168.00,112.00,280.00,56.00,280.00,0.00,112.00,56.00,280.00,168.00,56.00,112.00,336.00,0.00
Redwoods_Community_College_District.csv,224.00,168.00,224.00,168.00,112.00,168.00,280.00,56.00,280.00,0.00,112.00,56.00,224.00,224.00,56.00,112.00,280.00,56.00
Mendocino-Lake_Community_College_District.csv,280.00,112.00,280.00,112.00,112.00,168.00,280.00,56.00,280.00,0.00,112.00,56.00,280.00,168.00,112.00,56.00,392.00,0.00
Santa_Monica_Community_College_District.csv,448.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,336.00,0.00
San_Joaquin_Delta_Community_College_District.csv,224.00,168.00,448.00,0.00,280.00,0.00,392.00,0.00,280.00,0.00,112.00,56.00,280.00,168.00,112.00,56.00,336.00,0.00
Feather_River_Community_College_District.csv,112.00,280.00,168.00,224.00,112.00,168.00,112.00,280.00,168.00,56.00,112.00,56.00,112.00,336.00,0.00,168.00,168.00,112.00
Cerritos_Community_College_District.csv,392.00,0.00,280.00,56.00,280.00,0.00,280.00,0.00,224.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,280.00,0.00
Riverside_Community_College_District.csv,336.00,56.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
South_Orange_County_Community_College_District.csv,392.00,0.00,392.00,0.00,336.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Mt._San_Antonio_Community_College_District.csv,392.00,0.00,448.00,0.00,280.00,0.00,336.00,0.00,224.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,280.00,0.00
Monterey_Peninsula_Community_College_District.csv,280.00,112.00,336.00,56.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Glendale_Community_College_District.csv,336.00,56.00,392.00,0.00,224.00,56.00,336.00,0.00,280.00,0.00,224.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Los_Angeles_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
San_Diego_Community_College_District.csv,392.00,0.00,392.00,0.00,224.00,56.00,336.00,0.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,336.00,0.00
Chaffey_Community_College_District.csv,224.00,168.00,392.00,0.00,112.00,168.00,392.00,0.00,280.00,0.00,112.00,56.00,336.00,112.00,56.00,112.00,336.00,0.00
Compton_Community_College_District.csv,392.00,0.00,280.00,56.00,168.00,112.00,224.00,56.00,224.00,0.00,112.00,56.00,224.00,224.00,0.00,168.00,224.00,56.00
Rio_Hondo_Community_College_District.csv,336.00,56.00,280.00,56.00,224.00,56.00,336.00,0.00,280.00,0.00,112.00,56.00,280.00,168.00,112.00,56.00,336.00,0.00
Peralta_Community_College_District.csv,336.00,56.00,392.00,0.00,280.00,0.00,280.00,56.00,280.00,0.00,112.00,56.00,336.00,56.00,112.00,56.00,336.00,0.00
Antelope_Valley_Community_College_District.csv,560.00,0.00,336.00,56.00,280.00,0.00,280.00,56.00,280.00,0.00,168.00,56.00,336.00,112.00,0.00,168.00,336.00,0.00
West_Valley-Mission_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,560.00,0.00,112.00,56.00,336.00,0.00
Victor_Valley_Community_College_District.csv,280.00,112.00,392.00,0.00,168.00,112.00,280.00,56.00,280.00,56.00,112.00,56.00,280.00,168.00,112.00,56.00,280.00,56.00
Pasadena_Area_Community_College_District.csv,392.00,0.00,448.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,280.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
MiraCosta_Community_College_District.csv,392.00,0.00,448.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Contra_Costa_Community_College_District.csv,504.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Allan_Hancock_Joint_Community_College_District.csv,336.00,56.00,336.00,0.00,280.00,0.00,224.00,56.00,224.00,0.00,112.00,56.00,280.00,168.00,112.00,56.00,280.00,0.00
Ventura_County_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,56.00,112.00,336.00,0.00
North_Orange_County_Community_College_District.csv,392.00,0.00,336.00,0.00,280.00,0.00,280.00,0.00,224.00,0.00,112.00,56.00,448.00,0.00,168.00,56.00,280.00,0.00
State_Center_Community_College_District.csv,336.00,0.00,336.00,0.00,280.00,0.00,280.00,0.00,224.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,280.00,0.00
Chabot-Las_Positas_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Sonoma_County_Junior_College_District.csv,336.00,56.00,392.00,56.00,280.00,0.00,280.00,56.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Citrus_Community_College_District.csv,224.00,168.00,336.00,56.00,224.00,56.00,336.00,0.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,280.00,56.00
Lake_Tahoe_Community_College_District.csv,336.00,56.00,224.00,168.00,224.00,112.00,336.00,56.00,336.00,0.00,112.00,56.00,168.00,280.00,168.00,56.00,392.00,0.00
Sierra_Joint_Community_College_District.csv,392.00,0.00,336.00,0.00,280.00,0.00,280.00,0.00,224.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,280.00,0.00
Southwestern_Community_College_District.csv,392.00,0.00,336.00,56.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,336.00,112.00,56.00,112.00,336.00,0.00
El_Camino_Community_College_District.csv,392.00,0.00,336.00,0.00,280.00,0.00,280.00,0.00,224.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,280.00,0.00
Yosemite_Community_College_District.csv,336.00,56.00,280.00,112.00,280.00,0.00,392.00,0.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Sequoias_Community_College_District.csv,224.00,168.00,392.00,0.00,168.00,112.00,280.00,56.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,336.00,0.00
Butte-Glenn_Community_College_District.csv,224.00,168.00,392.00,0.00,224.00,56.00,280.00,56.00,280.00,0.00,112.00,56.00,336.00,112.00,112.00,56.00,336.00,0.00
San_Bernardino_Community_College_District.csv,280.00,112.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,392.00,0.00,112.00,56.00,336.00,0.00
Foothill-De_Anza_Community_College_District.csv,448.00,0.00,448.00,0.00,336.00,0.00,392.00,0.00,336.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,392.00,0.00
Copper_Mountain_Community_College_District.csv,280.00,112.00,392.00,0.00,224.00,56.00,280.00,56.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Grossmont-Cuyamaca_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,336.00,0.00
Barstow_Community_College_District.csv,392.00,0.00,336.00,56.00,168.00,112.00,168.00,168.00,280.00,0.00,112.00,56.00,168.00,280.00,112.00,56.00,336.00,0.00
Los_Rios_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Mt._San_Jacinto_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,280.00,0.00
Rancho_Santiago_Community_College_District.csv,336.00,56.00,392.00,0.00,224.00,56.00,280.00,0.00,224.00,0.00,112.00,56.00,224.00,168.00,112.00,56.00,280.00,0.00
Palomar_Community_College_District.csv,392.00,0.00,448.00,0.00,280.00,0.00,448.00,0.00,280.00,0.00,224.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
West_Hills_Community_College_District.csv,224.00,168.00,280.00,112.00,112.00,168.00,280.00,56.00,280.00,0.00,112.00,56.00,168.00,280.00,56.00,112.00,280.00,56.00
Ohlone_Community_College_District.csv,392.00,0.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,448.00,0.00,112.00,56.00,336.00,0.00
Gavilan_Community_College_District.csv,280.00,112.00,392.00,0.00,336.00,0.00,280.00,56.00,280.00,0.00,112.00,56.00,448.00,56.00,112.00,56.00,336.00,0.00
Hartnell_Community_College_District.csv,280.00,112.00,392.00,0.00,336.00,0.00,280.00,56.00,280.00,0.00,112.00,56.00,280.00,168.00,56.00,112.00,336.00,0.00
Solano_Community_College_District.csv,280.00,112.00,280.00,112.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,392.00,0.00,56.00,112.00,336.00,0.00
Yuba_Community_College_District.csv,280.00,112.00,392.00,0.00,280.00,0.00,336.00,0.00,280.00,0.00,112.00,56.00,392.00,56.00,112.00,56.00,280.00,0.00
AVERAGE,331.33,68.44,357.78,36.56,245.78,39.67,303.33,33.44,263.67,6.22,117.44,57.56,356.22,89.44,98.78,71.56,312.67,11.67
