Community College,UCSD Articulated,UCSD Unarticulated,UCSB Articulated,UCSB Unarticulated,UCSC Articulated,UCSC Unarticulated,UCLA Articulated,UCLA Unarticulated,UCB Articulated,UCB Unarticulated,UCI Articulated,UCI Unarticulated,UCD Articulated,UCD Unarticulated,UCR Articulated,UCR Unarticulated,UCM Articulated,UCM Unarticulated
Merced_Community_College_District.csv,88.00,112.00,122.00,56.00,92.00,0.00,62.00,56.00,62.00,0.00,0.00,56.00,160.00,56.00,62.00,56.00,88.00,0.00
Marin_Community_College_District.csv,56.00,56.00,94.00,0.00,74.00,0.00,86.00,0.00,44.00,0.00,0.00,56.00,172.00,0.00,72.00,56.00,56.00,0.00
Siskiyou_Joint_Community_College_District.csv,24.00,168.00,88.00,112.00,62.00,56.00,44.00,56.00,44.00,0.00,0.00,56.00,116.00,112.00,62.00,56.00,64.00,0.00
Imperial_Community_College_District.csv,150.00,0.00,74.00,112.00,42.00,112.00,44.00,56.00,44.00,0.00,0.00,56.00,110.00,168.00,42.00,112.00,86.00,0.00
Kern_Community_College_District.csv,28.00,154.00,122.00,56.00,154.00,42.00,60.00,0.00,48.00,0.00,4.00,56.00,114.00,112.00,68.00,56.00,60.00,0.00
Lassen_Community_College_District.csv,0.00,266.00,0.00,280.00,0.00,154.00,0.00,280.00,0.00,112.00,0.00,56.00,0.00,336.00,0.00,168.00,0.00,168.00
Cabrillo_Community_College_District.csv,120.00,0.00,92.00,0.00,118.00,0.00,64.00,0.00,44.00,0.00,0.00,56.00,156.00,0.00,62.00,56.00,64.00,0.00
San_Mateo_County_Community_College_District.csv,192.00,0.00,112.00,0.00,102.00,0.00,64.00,0.00,44.00,0.00,0.00,56.00,202.00,0.00,62.00,56.00,74.00,0.00
West_Kern_Community_College_District.csv,12.00,210.00,192.00,0.00,0.00,154.00,32.00,112.00,62.00,0.00,0.00,56.00,42.00,224.00,30.00,112.00,62.00,56.00
Desert_Community_College_District.csv,44.00,112.00,114.00,0.00,82.00,0.00,44.00,56.00,44.00,0.00,0.00,56.00,94.00,112.00,98.00,56.00,64.00,0.00
San_Jose-Evergreen_Community_College_District.csv,114.00,56.00,190.00,0.00,132.00,0.00,140.00,0.00,84.00,0.00,40.00,56.00,212.00,56.00,86.00,56.00,140.00,0.00
Shasta-Tehama-Trinity_Joint_Community_College_District.csv,24.00,168.00,112.00,0.00,72.00,56.00,44.00,56.00,44.00,0.00,0.00,56.00,134.00,56.00,50.00,56.00,64.00,0.00
Palo_Verde_Community_College_District.csv,30.00,322.00,0.00,392.00,0.00,266.00,30.00,336.00,0.00,224.00,0.00,168.00,0.00,448.00,0.00,168.00,30.00,224.00
San_Luis_Obispo_County_Community_College_District.csv,132.00,0.00,74.00,56.00,94.00,0.00,24.00,56.00,24.00,0.00,0.00,56.00,106.00,0.00,74.00,56.00,36.00,0.00
