College Name,UC Name,Group ID,Set ID,Num Required,Receiving,Courses Group 1,Courses Group 2
Monterey Peninsula College,UCB,Calc1,A,1,MATH 1A,MATH 20A,
Monterey Peninsula College,UCB,Calc2,A,1,MATH 1B,MATH 20B,
Monterey Peninsula College,UCB,LinearAlgebraAndDifferentialEqations,A,1,MATH 54,MATH 31; MATH 32,
Monterey Peninsula College,UCB,MultivariableCalc,A,1,MATH 53,MATH 20C,
Monterey Peninsula College,UCD,Calc1,A,1,MAT 021A,MATH 20A,
Monterey Peninsula College,UCD,Calc2,A,1,MAT 021B,MATH 20B,
Monterey Peninsula College,UCD,Calc3,A,1,MAT 021C,MATH 20C,
Not Articulated,UCD,DataStructures,A,1,ECS 036C,Not Articulated,
Monterey Peninsula College,UCD,DiscreteMath,A,1,ECS 020,MATH 40,CSIS 12
Monterey Peninsula College,UCD,Intro1,A,1,ECS 036A,CSIS 10B,
Monterey Peninsula College,UCD,Intro2,A,1,ECS 036B,CSIS 10C,
Monterey Peninsula College,UCD,Organization,A,1,ECS 050,CSIS 11,
Monterey Peninsula College,UCI,Calc1,A,1,MATH 2A,MATH 20A,
Monterey Peninsula College,UCI,Calc2,A,1,MATH 2B,MATH 20B,
Monterey Peninsula College,UCI,Intro,A,3,I&C SCI 31; I&C SCI 32; I&C SCI 33,CSIS 10A; CSIS 10B; CSIS 10C,
Monterey Peninsula College,UCLA,Calc1,A,1,MATH 31A,MATH 20A,
Monterey Peninsula College,UCLA,Calc2,A,1,MATH 31B,MATH 20B,
Monterey Peninsula College,UCLA,Calc3,A,1,MATH 32A,MATH 20C,
Monterey Peninsula College,UCLA,Calc4,A,1,MATH 32B,MATH 20C,
Monterey Peninsula College,UCLA,DifferentialEquations,A,1,MATH 33B,MATH 32,
Monterey Peninsula College,UCLA,Intro,A,1,COM SCI 31,CSIS 10C,
Monterey Peninsula College,UCLA,LinearAlgebra,A,1,MATH 33A,MATH 31,
Monterey Peninsula College,UCM,Calc1,A,1,MATH 021,MATH 20A,
Monterey Peninsula College,UCM,Calc2,A,1,MATH 022,MATH 20B,
Monterey Peninsula College,UCM,DataStructures,A,1,CSE 030,CSIS 10B,
Monterey Peninsula College,UCM,LinearAlgebra,A,1,MATH 024,MATH 31; MATH 32,
Monterey Peninsula College,UCM,VectorCalc,A,1,MATH 023,MATH 20C,
Monterey Peninsula College,UCR,Calc,A,3,MATH 9A; MATH 9B; MATH 9C,MATH 20A; MATH 20B,
Monterey Peninsula College,UCR,Intro1,A,1,CS 10A,CSIS 10A,CSIS 10C
Monterey Peninsula College,UCR,Intro2,A,1,CS 10B,CSIS 10B,
Monterey Peninsula College,UCSB,Calc1,A,1,MATH 3A,MATH 20A,
Monterey Peninsula College,UCSB,Calc2,A,1,MATH 3B,MATH 20B,
Not Articulated,UCSB,DataStructures,A,1,CMPSC 24,Not Articulated,
Monterey Peninsula College,UCSB,DifferentialEquations,A,1,MATH 4B,MATH 32,
Monterey Peninsula College,UCSB,DiscreteMath,A,1,CMPSC 40,CSIS 12,MATH 40
Monterey Peninsula College,UCSB,Intro,A,1,CMPSC 16,CSIS 10C,
Monterey Peninsula College,UCSB,LinearAlgebra,A,1,MATH 4A,MATH 31,
Monterey Peninsula College,UCSC,Calc1,A,1,MATH 19A,MATH 20A,
Monterey Peninsula College,UCSC,Calc2,A,1,MATH 19B,MATH 20B,
Monterey Peninsula College,UCSC,DataStructures,A,1,CSE 12,CSIS 11,
Monterey Peninsula College,UCSC,DiscreteMath,A,1,CSE 16,CSIS 12,MATH 40
Monterey Peninsula College,UCSC,Intro,A,1,CSE 30,CSIS 10B,
Monterey Peninsula College,UCSD,Calc1,A,1,MATH 20A,MATH 20A,
Monterey Peninsula College,UCSD,Calc2,A,1,MATH 20B,MATH 20B,
Monterey Peninsula College,UCSD,Calc3,A,1,MATH 20C,MATH 20C,
Not Articulated,UCSD,DataStructures,A,1,CSE 12,Not Articulated,
Monterey Peninsula College,UCSD,DiscreteMath,A,1,CSE 20,MATH 40,
Not Articulated,UCSD,Intro,A,1,CSE 8B,Not Articulated,
Not Articulated,UCSD,Intro,B,1,CSE 11,Not Articulated,
Monterey Peninsula College,UCSD,LinearAlgebra,A,1,MATH 18,MATH 31,
