UC Campus,CC,Requirement group ID,Set ID,Num required from set,UC Course Requirement,Courses Group 1,Courses Group 2,Courses Group 3,Courses Group 4
University of California Santa Barbara,MiraCosta College,A,A,1,PSTAT 120A - Probability and Statistics,Not Articulated,,,
University of California Santa Cruz,MiraCosta College,A,A,1,CSE 12 - Computer Systems and Assembly Language and Lab,CS 220 - Computer Architecture and Assembly Language,,,
University of California Santa Cruz,MiraCosta College,A,A,1,CSE 16 - APPLIED DISCRETE MATHEMATICS,CS 226 - Discrete Structures,MATH 226 - Discrete Mathematics,,
University of California Santa Cruz,MiraCosta College,A,A,1,CSE 30 - Programming Abstractions: Python,CS 113 - Basic Data Structures and Algorithms,,,
University of California Santa Cruz,MiraCosta College,A,A,1,"MATH 19A - Calculus for Science, Engineering, and Mathematics",MATH 150 - Calculus and Analytic Geometry I,MATH 150H - Calculus and Analytic Geometry I (Honors),,
University of California Santa Cruz,MiraCosta College,A,A,1,"MATH 19B - Calculus for Science, Engineering, and Mathematics",MATH 155 - Calculus and Analytic Geometry II,MATH 155H - Calculus and Analytical Geometry II (Honors),,
University of California Santa Cruz,MiraCosta College,A,A,1,AM 10 - Mathematical Methods for Engineers I,MATH 270 - Linear Algebra,MATH 270H - Linear Algebra (Honors),,
University of California Santa Cruz,MiraCosta College,A,A,1,MATH 21 - Linear Algebra,MATH 270 - Linear Algebra,MATH 270H - Linear Algebra (Honors),,
University of California Santa Cruz,MiraCosta College,A,A,1,AM 30 - Multivariate Calculus for Engineers,MATH 260 - Calculus and Analytic Geometry III,MATH 260H - Calculus and Analytic Geometry III (Honors),,
University of California Santa Cruz,MiraCosta College,A,A,1,MATH 23A - Vector Calculus,MATH 260 - Calculus and Analytic Geometry III,MATH 260H - Calculus and Analytic Geometry III (Honors),,
